cluster,year,malaria,temp,prec,lng,lat
1,0,1,-0.9941225496995989,-0.5355363469862577,6.511072406751256,5.887091707066923
1,0,0,-0.9941225496995989,-0.5355363469862577,6.511072406751256,5.887091707066923
1,0,0,-0.9941225496995989,-0.5355363469862577,6.511072406751256,5.887091707066923
1,0,0,-0.9941225496995989,-0.5355363469862577,6.511072406751256,5.887091707066923
1,0,0,-0.9941225496995989,-0.5355363469862577,6.511072406751256,5.887091707066923
1,0,0,-0.9941225496995989,-0.5355363469862577,6.511072406751256,5.887091707066923
1,0,0,-0.9941225496995989,-0.5355363469862577,6.511072406751256,5.887091707066923
1,0,0,-0.9941225496995989,-0.5355363469862577,6.511072406751256,5.887091707066923
1,0,0,-0.9941225496995989,-0.5355363469862577,6.511072406751256,5.887091707066923
1,0,0,-0.9941225496995989,-0.5355363469862577,6.511072406751256,5.887091707066923
1,0,0,-0.9941225496995989,-0.5355363469862577,6.511072406751256,5.887091707066923
1,0,0,-0.9941225496995989,-0.5355363469862577,6.511072406751256,5.887091707066923
1,0,0,-0.9941225496995989,-0.5355363469862577,6.511072406751256,5.887091707066923
1,0,0,-0.9941225496995989,-0.5355363469862577,6.511072406751256,5.887091707066923
1,0,0,-0.9941225496995989,-0.5355363469862577,6.511072406751256,5.887091707066923
1,0,0,-0.9941225496995989,-0.5355363469862577,6.511072406751256,5.887091707066923
1,0,0,-0.9941225496995989,-0.5355363469862577,6.511072406751256,5.887091707066923
2,0,1,0.7869269996585436,0.4358556370595485,13.424994463737578,10.396574105169922
2,0,1,0.7869269996585436,0.4358556370595485,13.424994463737578,10.396574105169922
2,0,1,0.7869269996585436,0.4358556370595485,13.424994463737578,10.396574105169922
2,0,1,0.7869269996585436,0.4358556370595485,13.424994463737578,10.396574105169922
2,0,1,0.7869269996585436,0.4358556370595485,13.424994463737578,10.396574105169922
2,0,1,0.7869269996585436,0.4358556370595485,13.424994463737578,10.396574105169922
2,0,1,0.7869269996585436,0.4358556370595485,13.424994463737578,10.396574105169922
2,0,1,0.7869269996585436,0.4358556370595485,13.424994463737578,10.396574105169922
2,0,1,0.7869269996585436,0.4358556370595485,13.424994463737578,10.396574105169922
2,0,1,0.7869269996585436,0.4358556370595485,13.424994463737578,10.396574105169922
2,0,1,0.7869269996585436,0.4358556370595485,13.424994463737578,10.396574105169922
2,0,1,0.7869269996585436,0.4358556370595485,13.424994463737578,10.396574105169922
2,0,1,0.7869269996585436,0.4358556370595485,13.424994463737578,10.396574105169922
2,0,1,0.7869269996585436,0.4358556370595485,13.424994463737578,10.396574105169922
2,0,1,0.7869269996585436,0.4358556370595485,13.424994463737578,10.396574105169922
2,0,1,0.7869269996585436,0.4358556370595485,13.424994463737578,10.396574105169922
2,0,0,0.7869269996585436,0.4358556370595485,13.424994463737578,10.396574105169922
2,0,0,0.7869269996585436,0.4358556370595485,13.424994463737578,10.396574105169922
3,0,1,-0.10156958092173632,0.14690520811269453,9.893991798016444,8.361045102796822
3,0,1,-0.10156958092173632,0.14690520811269453,9.893991798016444,8.361045102796822
3,0,1,-0.10156958092173632,0.14690520811269453,9.893991798016444,8.361045102796822
3,0,1,-0.10156958092173632,0.14690520811269453,9.893991798016444,8.361045102796822
3,0,1,-0.10156958092173632,0.14690520811269453,9.893991798016444,8.361045102796822
3,0,1,-0.10156958092173632,0.14690520811269453,9.893991798016444,8.361045102796822
3,0,1,-0.10156958092173632,0.14690520811269453,9.893991798016444,8.361045102796822
3,0,1,-0.10156958092173632,0.14690520811269453,9.893991798016444,8.361045102796822
3,0,1,-0.10156958092173632,0.14690520811269453,9.893991798016444,8.361045102796822
3,0,1,-0.10156958092173632,0.14690520811269453,9.893991798016444,8.361045102796822
3,0,1,-0.10156958092173632,0.14690520811269453,9.893991798016444,8.361045102796822
3,0,0,-0.10156958092173632,0.14690520811269453,9.893991798016444,8.361045102796822
3,0,0,-0.10156958092173632,0.14690520811269453,9.893991798016444,8.361045102796822
3,0,0,-0.10156958092173632,0.14690520811269453,9.893991798016444,8.361045102796822
3,0,0,-0.10156958092173632,0.14690520811269453,9.893991798016444,8.361045102796822
3,0,0,-0.10156958092173632,0.14690520811269453,9.893991798016444,8.361045102796822
3,0,0,-0.10156958092173632,0.14690520811269453,9.893991798016444,8.361045102796822
3,0,0,-0.10156958092173632,0.14690520811269453,9.893991798016444,8.361045102796822
3,0,0,-0.10156958092173632,0.14690520811269453,9.893991798016444,8.361045102796822
3,0,0,-0.10156958092173632,0.14690520811269453,9.893991798016444,8.361045102796822
3,0,0,-0.10156958092173632,0.14690520811269453,9.893991798016444,8.361045102796822
3,0,0,-0.10156958092173632,0.14690520811269453,9.893991798016444,8.361045102796822
3,0,0,-0.10156958092173632,0.14690520811269453,9.893991798016444,8.361045102796822
3,0,0,-0.10156958092173632,0.14690520811269453,9.893991798016444,8.361045102796822
3,0,0,-0.10156958092173632,0.14690520811269453,9.893991798016444,8.361045102796822
3,0,0,-0.10156958092173632,0.14690520811269453,9.893991798016444,8.361045102796822
4,0,1,0.7429755157930878,-0.9644420385025734,5.847435586497556,11.163657111084522
4,0,0,0.7429755157930878,-0.9644420385025734,5.847435586497556,11.163657111084522
4,0,0,0.7429755157930878,-0.9644420385025734,5.847435586497556,11.163657111084522
4,0,0,0.7429755157930878,-0.9644420385025734,5.847435586497556,11.163657111084522
4,0,0,0.7429755157930878,-0.9644420385025734,5.847435586497556,11.163657111084522
4,0,0,0.7429755157930878,-0.9644420385025734,5.847435586497556,11.163657111084522
4,0,0,0.7429755157930878,-0.9644420385025734,5.847435586497556,11.163657111084522
4,0,0,0.7429755157930878,-0.9644420385025734,5.847435586497556,11.163657111084522
4,0,0,0.7429755157930878,-0.9644420385025734,5.847435586497556,11.163657111084522
4,0,0,0.7429755157930878,-0.9644420385025734,5.847435586497556,11.163657111084522
4,0,0,0.7429755157930878,-0.9644420385025734,5.847435586497556,11.163657111084522
4,0,0,0.7429755157930878,-0.9644420385025734,5.847435586497556,11.163657111084522
4,0,0,0.7429755157930878,-0.9644420385025734,5.847435586497556,11.163657111084522
4,0,0,0.7429755157930878,-0.9644420385025734,5.847435586497556,11.163657111084522
4,0,0,0.7429755157930878,-0.9644420385025734,5.847435586497556,11.163657111084522
4,0,0,0.7429755157930878,-0.9644420385025734,5.847435586497556,11.163657111084522
4,0,0,0.7429755157930878,-0.9644420385025734,5.847435586497556,11.163657111084522
4,0,0,0.7429755157930878,-0.9644420385025734,5.847435586497556,11.163657111084522
4,0,0,0.7429755157930878,-0.9644420385025734,5.847435586497556,11.163657111084522
4,0,0,0.7429755157930878,-0.9644420385025734,5.847435586497556,11.163657111084522
4,0,0,0.7429755157930878,-0.9644420385025734,5.847435586497556,11.163657111084522
4,0,0,0.7429755157930878,-0.9644420385025734,5.847435586497556,11.163657111084522
4,0,0,0.7429755157930878,-0.9644420385025734,5.847435586497556,11.163657111084522
4,0,0,0.7429755157930878,-0.9644420385025734,5.847435586497556,11.163657111084522
4,0,0,0.7429755157930878,-0.9644420385025734,5.847435586497556,11.163657111084522
4,0,0,0.7429755157930878,-0.9644420385025734,5.847435586497556,11.163657111084522
5,0,1,-1.0759701374439623,0.3579853778957454,10.874856116815966,6.824380740398764
5,0,1,-1.0759701374439623,0.3579853778957454,10.874856116815966,6.824380740398764
5,0,1,-1.0759701374439623,0.3579853778957454,10.874856116815966,6.824380740398764
5,0,1,-1.0759701374439623,0.3579853778957454,10.874856116815966,6.824380740398764
5,0,1,-1.0759701374439623,0.3579853778957454,10.874856116815966,6.824380740398764
5,0,0,-1.0759701374439623,0.3579853778957454,10.874856116815966,6.824380740398764
5,0,0,-1.0759701374439623,0.3579853778957454,10.874856116815966,6.824380740398764
5,0,0,-1.0759701374439623,0.3579853778957454,10.874856116815966,6.824380740398764
5,0,0,-1.0759701374439623,0.3579853778957454,10.874856116815966,6.824380740398764
5,0,0,-1.0759701374439623,0.3579853778957454,10.874856116815966,6.824380740398764
5,0,0,-1.0759701374439623,0.3579853778957454,10.874856116815966,6.824380740398764
5,0,0,-1.0759701374439623,0.3579853778957454,10.874856116815966,6.824380740398764
5,0,0,-1.0759701374439623,0.3579853778957454,10.874856116815966,6.824380740398764
5,0,0,-1.0759701374439623,0.3579853778957454,10.874856116815966,6.824380740398764
5,0,0,-1.0759701374439623,0.3579853778957454,10.874856116815966,6.824380740398764
5,0,0,-1.0759701374439623,0.3579853778957454,10.874856116815966,6.824380740398764
5,0,0,-1.0759701374439623,0.3579853778957454,10.874856116815966,6.824380740398764
5,0,0,-1.0759701374439623,0.3579853778957454,10.874856116815966,6.824380740398764
5,0,0,-1.0759701374439623,0.3579853778957454,10.874856116815966,6.824380740398764
5,0,0,-1.0759701374439623,0.3579853778957454,10.874856116815966,6.824380740398764
5,0,0,-1.0759701374439623,0.3579853778957454,10.874856116815966,6.824380740398764
5,0,0,-1.0759701374439623,0.3579853778957454,10.874856116815966,6.824380740398764
5,0,0,-1.0759701374439623,0.3579853778957454,10.874856116815966,6.824380740398764
5,0,0,-1.0759701374439623,0.3579853778957454,10.874856116815966,6.824380740398764
5,0,0,-1.0759701374439623,0.3579853778957454,10.874856116815966,6.824380740398764
6,0,1,-0.6019495093870173,-0.7342999022588811,3.588330092573959,8.969724025837063
6,0,0,-0.6019495093870173,-0.7342999022588811,3.588330092573959,8.969724025837063
6,0,0,-0.6019495093870173,-0.7342999022588811,3.588330092573959,8.969724025837063
6,0,0,-0.6019495093870173,-0.7342999022588811,3.588330092573959,8.969724025837063
6,0,0,-0.6019495093870173,-0.7342999022588811,3.588330092573959,8.969724025837063
6,0,0,-0.6019495093870173,-0.7342999022588811,3.588330092573959,8.969724025837063
6,0,0,-0.6019495093870173,-0.7342999022588811,3.588330092573959,8.969724025837063
6,0,0,-0.6019495093870173,-0.7342999022588811,3.588330092573959,8.969724025837063
6,0,0,-0.6019495093870173,-0.7342999022588811,3.588330092573959,8.969724025837063
6,0,0,-0.6019495093870173,-0.7342999022588811,3.588330092573959,8.969724025837063
6,0,0,-0.6019495093870173,-0.7342999022588811,3.588330092573959,8.969724025837063
6,0,0,-0.6019495093870173,-0.7342999022588811,3.588330092573959,8.969724025837063
6,0,0,-0.6019495093870173,-0.7342999022588811,3.588330092573959,8.969724025837063
6,0,0,-0.6019495093870173,-0.7342999022588811,3.588330092573959,8.969724025837063
6,0,0,-0.6019495093870173,-0.7342999022588811,3.588330092573959,8.969724025837063
6,0,0,-0.6019495093870173,-0.7342999022588811,3.588330092573959,8.969724025837063
6,0,0,-0.6019495093870173,-0.7342999022588811,3.588330092573959,8.969724025837063
6,0,0,-0.6019495093870173,-0.7342999022588811,3.588330092573959,8.969724025837063
6,0,0,-0.6019495093870173,-0.7342999022588811,3.588330092573959,8.969724025837063
6,0,0,-0.6019495093870173,-0.7342999022588811,3.588330092573959,8.969724025837063
6,0,0,-0.6019495093870173,-0.7342999022588811,3.588330092573959,8.969724025837063
6,0,0,-0.6019495093870173,-0.7342999022588811,3.588330092573959,8.969724025837063
6,0,0,-0.6019495093870173,-0.7342999022588811,3.588330092573959,8.969724025837063
6,0,0,-0.6019495093870173,-0.7342999022588811,3.588330092573959,8.969724025837063
6,0,0,-0.6019495093870173,-0.7342999022588811,3.588330092573959,8.969724025837063
6,0,0,-0.6019495093870173,-0.7342999022588811,3.588330092573959,8.969724025837063
6,0,0,-0.6019495093870173,-0.7342999022588811,3.588330092573959,8.969724025837063
6,0,0,-0.6019495093870173,-0.7342999022588811,3.588330092573959,8.969724025837063
6,0,0,-0.6019495093870173,-0.7342999022588811,3.588330092573959,8.969724025837063
7,0,1,-0.19719369074321239,1.6748785919838853,11.528476009754032,8.302480539731771
7,0,1,-0.19719369074321239,1.6748785919838853,11.528476009754032,8.302480539731771
7,0,1,-0.19719369074321239,1.6748785919838853,11.528476009754032,8.302480539731771
7,0,1,-0.19719369074321239,1.6748785919838853,11.528476009754032,8.302480539731771
7,0,1,-0.19719369074321239,1.6748785919838853,11.528476009754032,8.302480539731771
7,0,1,-0.19719369074321239,1.6748785919838853,11.528476009754032,8.302480539731771
7,0,1,-0.19719369074321239,1.6748785919838853,11.528476009754032,8.302480539731771
7,0,1,-0.19719369074321239,1.6748785919838853,11.528476009754032,8.302480539731771
7,0,1,-0.19719369074321239,1.6748785919838853,11.528476009754032,8.302480539731771
7,0,1,-0.19719369074321239,1.6748785919838853,11.528476009754032,8.302480539731771
7,0,1,-0.19719369074321239,1.6748785919838853,11.528476009754032,8.302480539731771
7,0,1,-0.19719369074321239,1.6748785919838853,11.528476009754032,8.302480539731771
7,0,1,-0.19719369074321239,1.6748785919838853,11.528476009754032,8.302480539731771
7,0,1,-0.19719369074321239,1.6748785919838853,11.528476009754032,8.302480539731771
7,0,1,-0.19719369074321239,1.6748785919838853,11.528476009754032,8.302480539731771
7,0,1,-0.19719369074321239,1.6748785919838853,11.528476009754032,8.302480539731771
7,0,1,-0.19719369074321239,1.6748785919838853,11.528476009754032,8.302480539731771
7,0,1,-0.19719369074321239,1.6748785919838853,11.528476009754032,8.302480539731771
7,0,1,-0.19719369074321239,1.6748785919838853,11.528476009754032,8.302480539731771
7,0,1,-0.19719369074321239,1.6748785919838853,11.528476009754032,8.302480539731771
7,0,1,-0.19719369074321239,1.6748785919838853,11.528476009754032,8.302480539731771
7,0,1,-0.19719369074321239,1.6748785919838853,11.528476009754032,8.302480539731771
7,0,1,-0.19719369074321239,1.6748785919838853,11.528476009754032,8.302480539731771
7,0,1,-0.19719369074321239,1.6748785919838853,11.528476009754032,8.302480539731771
7,0,1,-0.19719369074321239,1.6748785919838853,11.528476009754032,8.302480539731771
7,0,1,-0.19719369074321239,1.6748785919838853,11.528476009754032,8.302480539731771
7,0,1,-0.19719369074321239,1.6748785919838853,11.528476009754032,8.302480539731771
7,0,1,-0.19719369074321239,1.6748785919838853,11.528476009754032,8.302480539731771
8,0,0,-0.3785760642473621,-1.4684781554785333,3.712815467151448,9.16856217664367
8,0,0,-0.3785760642473621,-1.4684781554785333,3.712815467151448,9.16856217664367
